database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	iBAT ZT_00 rep1	iBAT ZT_00 rep2	iBAT ZT_00 rep3	iBAT ZT_00 rep4	iBAT ZT_03 rep1	iBAT ZT_03 rep2	iBAT ZT_03 rep3	iBAT ZT_03 rep4	iBAT ZT_06 rep1	iBAT ZT_06 rep2	iBAT ZT_06 rep3	iBAT ZT_06 rep4	iBAT ZT_09 rep1	iBAT ZT_09 rep2	iBAT ZT_09 rep3	iBAT ZT_09 rep4	iBAT ZT_12 rep1	iBAT ZT_12 rep2	iBAT ZT_12 rep3	iBAT ZT_12 rep4	iBAT ZT_15 rep1	iBAT ZT_15 rep2	iBAT ZT_15 rep3	iBAT ZT_15 rep4	iBAT ZT_18 rep1	iBAT ZT_18 rep2	iBAT ZT_18 rep3	iBAT ZT_18 rep4	iBAT ZT_21 rep1	iBAT ZT_21 rep2	iBAT ZT_21 rep3	iBAT ZT_21 rep4
	C49H95O6P1N2			SM(d44:3)	839.7001	[M+H]+															1.62102	1.89432	1.7671	1.24403	2.28261	1.67092	1.7346	1.17298	1.13835	1.09495	1.93641	1.19656	1.28041	1.35664	1.66685	1.45582	2.2399	1.40453	3.14661	1.92919	1.1121	1.37264	2.32779	1.29295	0.731821	0.64967	2.60409	2.12557	2.80834	1.14544	1.39876	0.938706
	C37H75O7P1N2			SM(t32:1)	691.5399	[M+H]+															0.151082	0.0884191	0.0875399	0.159512	0.144115	0.126353	0.108767	0.0768077	0.136394	0.0656728	0.213404	0.145152	0.102743	0.178583	0.0727846	0.187377	0.176294	0.159418	0.166067	0.143336	0.063363	0.100643	0.125996	0.0865271	0.00842178	0.0627395	0.136495	0.223266	0.273425	0.206988	0.0988235	0.0496597
	C38H77O7P1N2			SM(t33:1)	705.5546	[M+H]+															1.15718	0.915485	0.514144	1.04529	1.10289	0.980215	0.710656	0.4669	1.15458	1.22417	1.31313	1.07383	1.02874	0.904055	0.875585	1.15443	1.00929	1.0045	1.10057	1.1045	0.766943	1.03776	0.985646	0.62095	0.216312	0.581577	1.22442	1.00267	1.38264	0.989263	0.971342	0.569825
	C39H81O7P1N2			SM(t34:0)	721.585	[M+H]+															2.26527	1.72035	1.26938	2.14579	1.71412	1.5471	1.63904	1.14305	2.14117	1.79885	2.17916	1.46337	1.79491	1.69431	1.83899	1.7589	1.97299	1.93004	2.26586	1.85391	1.12577	1.36821	1.91979	1.99325	0.866454	1.28936	1.96163	1.84933	2.70305	1.62994	1.76764	0.994165
	C39H79O7P1N2			SM(t34:1)	719.5699	[M+H]+															18.5453	12.1531	8.6611	19.0427	13.141	11.7381	14.2003	9.58752	15.416	13.0205	22.7734	12.3035	14.5288	14.934	14.4952	15.7352	13.992	13.6253	18.2169	15.0013	13.4972	11.6779	16.9523	14.0329	5.7025	9.99663	16.7906	13.5271	26.0643	14.738	16.3469	9.12811
	C39H77O7P1N2			SM(t34:2)	717.5541	[M+H]+															0.882961	0.433345	0.296758	0.319195	0.495705	0.68904	0.442799	0.390567	0.666225	0.791796	0.755359	0.485226	0.307713	0.624676	0.540344	0.538201	0.679191	0.507462	0.908596	0.569033	0.436302	0.532826	0.712983	0.537623	0.11347	0.23866	0.6491	0.42638	1.06037	0.78346	0.831249	0.224207
	C41H85O7P1N2			SM(t36:0)	749.6164	[M+H]+															1.20052	0.826499	0.67449	1.00356	0.665239	0.741301	0.827536	0.698938	0.912669	0.754885	0.998964	0.553202	0.712546	0.813311	0.77113	0.858372	1.00096	0.870292	1.00659	0.610906	0.450308	0.671326	0.838649	0.67511	0.323479	0.668919	1.0507	0.945362	1.21967	0.624579	0.942959	0.527837
	C41H83O7P1N2			SM(t36:1)	747.6008	[M+H]+															6.50322	5.57223	4.53823	9.90248	5.10452	5.44372	5.81733	4.22245	5.83133	4.97491	9.84332	4.20484	5.65288	8.04107	6.38559	6.9069	6.13832	6.79428	7.43282	6.97634	6.50451	6.57393	7.36335	6.59414	4.42606	5.26588	7.27535	6.66689	13.1226	5.78134	7.38174	3.83052
	C41H81O7P1N2			SM(t36:2)	745.5853	[M+H]+															0.64806	0.25378	0.338545	0.427455	0.569259	0.329322	0.447891	0.305821	0.447308	0.308854	0.738654	0.410868	0.357829	0.753875	0.448821	0.421144	0.522763	0.359587	0.68836	0.583683	0.471329	0.383078	0.523427	0.483285	0.232503	0.317008	0.571596	0.384396	0.789405	0.401166	0.487425	0.161562
	C43H89O7P1N2			SM(t38:0)	777.648	[M+H]+															1.03102	0.652476	0.583032	0.907464	0.618434	0.625998	0.867252	0.534015	0.787198	0.762035	0.657199	0.69961	0.670165	0.605391	0.743772	0.586999	0.875445	0.750707	1.03823	0.732848	0.616884	0.610863	0.682987	0.735223	0.341761	0.491507	0.861784	0.817751	0.692475	0.51693	0.820578	0.360759
	C43H87O7P1N2			SM(t38:1)	775.6321	[M+H]+															2.73219	2.19391	1.64576	3.31138	2.43564	1.89868	1.98368	1.72052	1.86658	1.75234	3.7275	1.62846	2.05572	3.1272	2.46477	2.60405	2.2907	2.47104	2.83009	2.73372	2.96863	3.07402	3.52337	2.66194	1.56269	1.82624	2.80311	2.50483	3.88934	2.32579	2.61435	1.35963
	C44H89O7P1N2			SM(t39:1)	789.6479	[M+H]+															1.00147	0.482932	0.352298	1.06667	0.791924	0.60214	0.757833	0.679531	0.674136	0.558926	1.08836	0.458173	0.641103	0.616648	0.870247	0.574836	0.625411	0.593663	0.69374	0.624066	0.859801	0.826519	0.946335	0.760194	0.365743	0.581929	0.549806	0.616223	1.01552	0.539649	0.750652	0.417007
	C45H93O7P1N2			SM(t40:0)	805.6794	[M+H]+															3.64648	2.63575	1.92112	3.2357	2.47431	2.46629	2.61841	2.09029	3.06304	3.05079	2.85243	2.44527	2.78658	2.33069	2.88918	2.19781	3.08619	3.06001	3.42933	2.74986	2.68623	2.48264	2.78861	2.44528	1.33067	2.21055	3.23143	2.99985	2.64605	2.19195	2.84219	1.94288
	C45H91O7P1N2			SM(t40:1)	803.6636	[M+H]+															22.2194	15.5387	10.9342	29.4925	14.2377	14.9505	17.7166	14.4394	16.6471	14.2776	24.5343	14.4145	15.7853	14.1858	19.0519	17.0624	15.4481	17.5507	17.7815	19.4335	20.6663	18.2229	18.4236	18.79	9.53074	15.4099	17.2926	16.5788	17.7394	15.2148	20.1476	11.1145
	C45H89O7P1N2			SM(t40:2)	801.6481	[M+H]+															1.92346	1.54045	1.24077	2.07718	1.60583	1.92884	2.46426	1.91422	1.26132	1.34542	2.71267	1.23496	1.74421	2.15766	2.18524	1.8061	1.99569	1.78214	1.62833	2.29925	2.08628	1.82988	1.93975	1.7192	0.839668	1.30561	1.67074	1.38474	2.3246	1.64443	1.62174	1.07527
	C46H95O7P1N2			SM(t41:0)	819.6949	[M+H]+															2.48162	1.50505	1.31825	2.44533	1.47189	1.45294	1.60621	1.4824	1.8007	1.5151	2.02819	1.4541	1.78122	1.30654	1.89348	1.56242	1.98803	1.9668	2.19399	1.97004	1.71608	1.69611	1.87234	1.47066	0.868986	1.60046	1.61385	1.92968	2.70708	1.30386	1.57799	1.92377
	C46H93O7P1N2			SM(t41:1)	817.6793	[M+H]+															29.7985	20.6434	14.6292	38.9097	17.642	19.345	22.0931	19.6688	20.8856	18.0251	31.5995	18.4087	19.4325	16.4243	24.7752	20.5301	20.4133	23.255	20.5451	26.0157	25.463	23.5131	22.9096	24.913	13.3067	20.4351	19.6664	20.7469	22.0524	16.9573	23.8432	14.4921
	C46H91O7P1N2			SM(t41:2)	815.6638	[M+H]+															2.37772	1.45428	1.68944	2.67517	1.75945	2.41781	3.11806	2.52318	1.52216	1.36666	3.37159	1.40856	1.45656	2.18478	2.17117	1.97557	2.31615	2.11151	1.77494	2.6767	2.30715	2.32933	2.1619	2.24642	1.01816	1.26544	1.65928	1.85153	2.71881	2.39253	1.65716	1.31434
	C47H97O7P1N2			SM(t42:0)	833.7104	[M+H]+															3.11155	2.13452	1.73885	2.57031	1.89961	1.88263	2.30294	1.79117	2.18628	2.20087	2.27146	2.04349	2.2449	1.78858	2.55114	2.0567	2.81763	2.31782	2.86585	2.25112	1.95307	1.90806	2.16416	1.86116	1.10406	1.82567	2.12226	2.48887	2.08446	1.6899	2.10725	1.22457
	C47H95O7P1N2			SM(t42:1)	831.6949	[M+H]+															40.3558	27.2357	22.1792	46.6165	26.0979	26.179	29.118	25.5866	30.1315	25.8127	42.6831	24.9987	30.3494	24.6907	33.5169	30.5973	30.792	34.1175	32.505	36.5487	33.6852	31.8523	33.8153	32.225	17.9086	25.736	28.3331	27.3776	30.0513	24.4803	34.3608	20.6523
	C47H93O7P1N2			SM(t42:2)	829.6793	[M+H]+															56.2622	37.9046	35.8972	72.1308	44.7312	39.1311	40.4761	42.9899	40.7248	32.9738	89.2108	36.9775	47.1702	48.2184	50.7006	59.2678	47.7803	61.5511	45.4602	68.3099	52.023	55.5891	54.8905	56.2232	25.0081	33.9221	33.1285	38.1504	53.708	47.2039	50.8551	34.87
	C47H91O7P1N2			SM(t42:3)	827.6637	[M+H]+															6.30589	4.94994	6.12794	7.1693	7.06698	5.58373	5.96736	6.08796	4.6697	4.65804	11.381	4.62578	6.09965	7.39973	6.36786	7.76987	6.96681	8.20981	5.56821	9.00922	7.24331	8.09242	7.77071	8.41511	3.17691	4.61907	4.0178	5.04435	6.95899	8.66404	6.98658	4.42906
	C48H97O7P1N2			SM(t43:1)	845.7107	[M+H]+															1.04516	0.542223	0.396302	1.41987	0.570013	0.697191	0.623159	0.633888	0.681932	0.812914	1.30094	0.612713	0.716991	0.539403	0.836933	0.690859	0.769931	0.801686	0.580533	0.801853	0.923395	0.895297	0.85173	0.94367	0.48917	0.831578	0.523157	0.792787	1.01811	0.648302	0.629566	0.452606
	C48H95O7P1N2			SM(t43:2)	843.695	[M+H]+															0.988766	0.540788	0.652256	1.29229	0.665342	0.575613	0.600862	0.518248	0.579541	0.503699	1.33763	0.494049	0.66852	0.688719	0.814167	0.763894	0.543983	0.862643	0.691754	0.941103	0.820066	1.05906	0.951213	0.826154	0.457629	0.558451	0.586825	0.678581	0.952029	0.54606	0.7294	0.313848
	C33H65O3N1			Cer(d33:1)	524.5031	[M+H]+															3.16352	3.8013	2.31143	2.25766	1.96189	1.91047	2.37677	2.11393	2.08012	2.03061	2.21065	1.74281	2.21501	1.91303	1.9589	2.48191	2.07685	2.513	4.16553	2.40661	3.64644	3.61153	3.88857	3.56434	1.83125	2.32077	3.36993	2.81923	3.85628	3.27129	4.14321	1.7764
	C34H69O3N1			Cer(d34:0)	540.5341	[M+H]+															3.10445	3.3662	2.06571	3.54216	2.04184	2.53535	2.49994	2.2644	2.66348	2.87079	3.14236	2.1691	2.88352	3.2716	2.82133	2.96422	3.22261	2.68917	4.37713	2.86424	3.77819	3.23469	6.36172	2.97145	2.05798	2.18296	3.83722	3.54358	3.70626	2.63325	4.42145	1.96771
	C34H67O3N1			Cer(d34:1)	538.5186	[M+H]+															96.2813	93.3173	60.3035	90.8517	63.2953	64.1871	73.2868	56.5576	72.2077	60.4986	86.4323	50.6048	76.7868	73.8257	67.6148	61.9162	84.1081	76.5683	121.921	75.7598	97.4709	95.114	100.705	100.684	49.5568	57.2325	110.078	80.7373	109.368	76.283	133.939	49.0796
	C34H65O3N1			Cer(d34:2)	536.503	[M+H]+															6.59865	6.53421	5.12127	5.65393	4.74279	5.31009	6.89335	4.73336	5.29071	4.48133	4.97449	3.90553	5.39549	4.95136	4.73229	3.9203	4.95154	4.89901	8.86922	5.11449	6.63213	5.46396	6.60276	6.4027	3.44101	4.3817	9.11911	6.07012	6.30711	5.36868	9.27229	3.87318
	C35H69O3N1			Cer(d35:1)	552.5343	[M+H]+															1.19301	1.09577	0.989241	0.82424	0.913142	1.12628	0.63041	0.807268	0.622572	1.18868	0.676092	0.725584	0.92044	0.80491	0.663008	0.916248	0.60914	0.762884	1.49227	0.946122	1.32249	1.05209	1.07665	1.48506	0.461101	0.929772	0.804891	1.52026	1.84128	0.732328	1.26825	0.626944
	C36H73O3N1			Cer(d36:0)	568.5657	[M+H]+															0.233809	0.21026	0.229928	0.633129	0.361297	0.136137	0.265807	0.210511	0.267515	0.180329	0.113878	0.0944061	0.383829	0.191085	0.283649	0.177607	0.37559	0.247893	0.282837	0.130364	0.0875295	0.127969	0.742235	0.414453	0.13863	0.144833	0.616151	0.260677	0.343304	0.170152	0.273204	0.0678145
	C36H71O3N1			Cer(d36:1)	566.5501	[M+H]+															10.9481	10.6024	7.54156	9.48662	14.518	14.3938	10.8548	5.86352	9.21524	7.80781	11.1548	5.84088	9.07415	10.3286	8.96272	8.29134	14.5924	9.75717	14.865	9.03355	7.78995	8.18947	13.3241	8.8972	5.76156	5.2896	14.9272	10.5634	17.3304	10.0912	12.5946	5.24523
	C36H69O3N1			Cer(d36:2)	564.5345	[M+H]+															3.46886	2.4823	1.86018	2.34594	2.41203	2.86602	3.15266	1.96052	2.30604	2.38251	2.53187	2.15517	2.31	2.15928	2.81429	1.6165	2.60533	2.2238	4.45939	2.39664	2.70003	2.61995	3.37749	2.10296	1.64817	1.23086	3.69989	2.92381	3.40177	2.18665	3.74702	1.70526
	C36H67O3N1			Cer(d36:3)	562.5188	[M+H]+															0.320313	0.131331	0.138546	0.285515	0.167123	0.133767	0.158259	0.18673	0.413137	0.398448	0.447754	0.229006	0.203542	0.251544	0.448659	0.156367	0.226524	0.279142	0.370726	0.257729	0.273707	0.0682042	0.0300985	0.677092	0.506297	0.105613	0.381873	0.228232	0.402279	0.1412	0.491879	0.138545
	C38H77O3N1			Cer(d38:0)	596.5972	[M+H]+															0.048581	0.156867	0.061259	0.384746	0.0540768	0.0246602	0.159964	0.105461	0.1242	0.121323	0.0212395	0.0802807	0.0636463		0.224706		0.127911	0.269308	0.0961378	0.133416	0.0661483	0.0179734	0.726583	0.124704	0.0221117	0.0175047	0.223392	0.132731	0.0964474	0.056142	0.109793	0.0459886
	C38H75O3N1			Cer(d38:1)	594.5814	[M+H]+															7.17144	4.67732	3.55821	5.43688	4.62522	4.49562	4.408	3.2899	5.28006	4.22998	6.575	3.14987	5.09183	5.14223	5.33439	4.73983	5.55918	5.46945	8.06441	4.88122	5.25599	4.56494	7.12984	4.85159	2.51634	2.76054	6.60156	4.52963	7.28593	5.47021	7.45451	2.68363
	C38H73O3N1			Cer(d38:2)	592.5657	[M+H]+															1.2807	1.54433	1.32722	1.52582	0.764997	1.41287	2.17633	1.57502	1.31506	0.881308	0.955614	0.834236	1.18099	1.46546	1.41522	0.903932	1.74357	0.944919	1.59461	1.00792	1.48333	0.815291	1.7813	1.41177	0.506763	0.632329	1.82443	1.11067	1.2932	1.29373	1.62776	0.781972
	C39H77O3N1			Cer(d39:1)	608.5971	[M+H]+															2.17084	1.4033	1.06659	1.51475	0.952309	1.31851	1.19217	1.12484	1.53797	1.50463	1.65265	0.929416	1.65533	0.971915	1.35748	1.17661	1.41372	1.42183	2.02929	1.27888	1.51057	1.79346	1.71717	1.36245	0.816997	1.02257	1.53146	1.10158	1.63452	1.22059	2.08548	0.823917
	C40H81O3N1			Cer(d40:0)	624.6282	[M+H]+															0.242518	0.312914	0.244059	0.643064	0.140075	0.361218	0.311111	0.379898	0.437864	0.555615	0.247333	0.230065	0.344025	0.26928	0.359066	0.309104	0.344216	0.415529	0.491735	0.257247	0.304665	0.311406	0.423418	0.19417	0.334164	0.262974	0.450353	0.580952	0.361931	0.372028	0.354472	0.339651
	C40H79O3N1			Cer(d40:1)	622.6127	[M+H]+															26.3241	21.3727	14.2258	25.9689	14.7953	16.0318	17.1141	14.3475	20.9016	18.0915	19.7564	13.3103	19.9468	17.6129	19.1027	15.463	19.3623	17.4513	27.2408	17.9575	22.7547	20.1149	22.6633	18.9136	12.2279	13.8468	26.7104	18.2905	21.5266	17.9029	30.7166	12.75
	C40H77O3N1			Cer(d40:2)	620.5971	[M+H]+															5.00031	4.27671	4.11455	3.81012	3.07219	4.32094	6.77319	4.12662	3.92369	3.45234	4.21755	2.81891	4.13378	4.55824	4.26717	3.08444	4.77559	3.81688	6.34212	4.69552	5.42838	4.02713	4.78139	4.41126	3.06466	2.87419	6.51695	4.48678	5.19045	3.81321	6.55795	2.96531
	C41H83O3N1			Cer(d41:0)	638.644	[M+H]+															0.184489	0.157126	0.328925	0.363905	0.208471	0.193269	0.0852493	0.228245	0.113597	0.191605	0.105004	0.176707	0.154283	0.239209	0.213078	0.165894	0.123886	0.173759	0.24145	0.476071	0.700005	0.293379	0.189847	0.193362	0.118364	0.150047	0.117386	0.238608	0.271247	0.118835	0.179183	0.324766
	C41H81O3N1			Cer(d41:1)	636.6284	[M+H]+															18.1394	13.3703	8.46183	18.0665	7.9868	9.35841	11.0311	9.26806	12.835	11.8822	13.4365	8.04828	12.6829	10.5186	12.5092	9.48871	12.0631	11.9323	17.5289	11.2166	13.4435	13.1582	13.9317	12.1541	8.75599	9.89272	14.9642	12.19	13.9843	10.1034	18.8523	7.86954
	C41H79O3N1			Cer(d41:2)	634.6127	[M+H]+															2.95244	2.72932	2.43773	3.06443	1.83372	2.79232	4.18072	2.85861	2.26907	1.82827	2.58189	1.46818	2.9478	2.77922	2.60452	1.52659	2.53601	1.94249	2.94488	2.22317	3.57772	2.75096	3.33719	2.60276	1.85915	2.31477	3.34702	3.3198	3.59694	2.63006	3.74531	1.87995
	C42H85O3N1			Cer(d42:0)	652.6595	[M+H]+															0.0873063	0.0959005	0.204728	0.263252	0.182521	0.196148	0.141778	0.208154	0.131347	0.1802	0.0494437	0.121518	0.171849	0.0932813	0.112658	0.131477	0.105433	0.138227	0.201271	0.14091	0.106531	0.120881	0.210159	0.0916658	0.146413	0.119674	0.19226	0.229385	0.13743	0.153854	0.0899106	0.0640518
	C42H83O3N1			Cer(d42:1)	650.6439	[M+H]+															16.1078	13.818	9.88992	15.9737	9.47605	11.2357	10.1154	9.66895	12.3738	11.6453	12.4269	8.66462	11.8652	11.1418	12.9407	10.6045	13.0878	12.2993	18.0958	11.669	13.0205	11.9591	16.3363	12.7678	8.67073	9.64905	15.6074	11.8954	14.8062	10.9904	18.5126	8.15425
	C42H81O3N1			Cer(d42:2)	648.6283	[M+H]+															37.2736	39.5022	32.1466	36.957	25.8997	27.0213	30.3946	26.529	26.6712	23.5569	33.4746	19.2826	30.1752	32.0459	27.0845	26.7061	36.9162	31.1697	50.1831	29.5647	39.65	37.8378	52.0929	36.615	24.4678	23.6143	44.6802	34.1782	44.0379	32.7168	53.6594	21.5094
	C42H79O3N1			Cer(d42:3)	646.6127	[M+H]+															8.38867	8.66226	7.93796	8.57382	7.18199	7.73884	8.15024	6.72317	6.49262	5.90539	8.2898	4.93088	7.78882	9.03004	7.53011	7.48754	7.71459	6.6595	12.9097	8.208	10.0314	8.19653	12.1944	10.2564	6.32041	5.7301	10.5851	8.14803	11.9886	8.14482	11.8445	5.37306
	C43H83O3N1			Cer(d43:2)	662.644	[M+H]+															0.351866	0.194826	0.253326	0.347723	0.190717	0.210522	0.227449	0.234736	0.210611	0.255159	0.328589	0.162136	0.312946	0.268086	0.358698	0.151691	0.305127	0.250702	0.535299	0.203087	0.310179	0.32677	0.465075	0.325674	0.173729	0.276824	0.315348	0.286892	0.48896	0.270157	0.330421	0.137673
	C40H77O8N1			HexCer(d34:1)	700.5723	[M+H]+															5.57146	3.3393	3.70984	1.18979	4.1564	2.8411	4.3814	1.34282	2.04036	1.33106	1.93315	2.25839	2.65855	5.65542	2.87439	2.39425	3.62395	2.71128	6.03449	3.3906	1.36036	2.38884	3.87847	2.5644	1.15935	2.17501	8.14948	4.39525	7.97398	2.82693	1.80942	2.06122
	C44H87O8N1			HexCer(d38:0)	758.6505	[M+H]+															8.49596	5.72002	8.10701	2.4931	5.6739	12.3867	5.82131	2.55027	5.2299	3.31232	5.45777	3.49553	6.73606	5.52393	7.18008	3.0313	19.0418	3.04307	7.44921	5.57183	3.95662	6.00629	18.4133	3.08422	4.60837	6.17375	12.8818	11.5597	10.5059	2.46603	4.55446	5.98429
	C45H87O8N1			HexCer(d39:1)	770.6508	[M+H]+															0.416716	0.75364	2.00746	0.396481	0.989784	0.78097	0.41452	0.430253	0.351102	0.299948	0.280831	0.341474	1.04658	1.08729	0.308655	0.293294	3.15029	0.311242	1.64535	0.268293	0.192513	0.445695	1.62173	0.265852	0.325769	0.853914	0.909146	1.62299	1.98767	1.42974	0.717743	0.344533
	C46H91O8N1			HexCer(d40:0)	786.6818	[M+H]+															0.215509	7.81835	9.1005	0.159945	5.75459	6.18913	6.06551	0.101242	0.268165	0.134784	0.370582	0.211921	0.318221	1.52635	0.202946	0.19114	11.6343		11.6916	0.17734	0.0633485	0.0381482	15.1481	0.220734	2.9139	0.0765195	21.4505	10.7925	14.7765	0.610903	0.143389	0.110294
	C46H89O8N1			HexCer(d40:1)	784.6662	[M+H]+															9.34847	32.3778	30.4741	6.71035	28.859	19.8299	24.6955	3.9072	6.55901	6.57655	2.32789	3.19517	5.63205	18.5895	5.29889	6.92695	46.9353	4.46072	60.2336	4.89322	3.66263	5.16485	55.1575	4.3248	3.4643	5.3707	106.229	44.161	80.8801	4.7698	5.72124	2.85951
	C47H91O8N1			HexCer(d41:1)	798.6821	[M+H]+															6.52384	14.1705	4.47589	4.40323	11.6944	3.21709	9.42198	1.41603	4.27689	3.2578	1.6957	2.22336	4.3372	3.55087	2.90935	2.3307	21.2213	1.5702	22.237	2.83379	1.0647	2.56615	22.1641	1.72042	3.38158	3.7148	31.1451	6.52322	11.1109	3.408	2.29885	1.55774
	C48H95O8N1			HexCer(d42:0)	814.7133	[M+H]+															0.084207	11.0464	15.348	0.178074	8.66415	6.37164	10.8771	0.0733747	0.0668797	0.041582	0.324746	0.106892	0.152473	1.09525	0.421217	0.0711844	21.4444	0.0484325	15.8423	0.176477	0.0227847	0.375193	24.2125	0.356508	3.38609	0.15019	28.8513	19.2651	29.1336	0.24926	0.092212	0.0281849
	C48H93O8N1			HexCer(d42:1)	812.6975	[M+H]+															9.37157	94.079	82.4162	4.63187	85.5863	75.8353	70.1175	3.10856	6.53936	3.936	5.92262	4.50175	6.34117	31.446	4.27223	8.06353	176.268	5.12436	174.275	6.29133	3.05625	4.51737	206.483	5.69837	24.6213	3.20781	308.413	122.063	293.713	12.4135	4.75816	1.71398
	C49H95O8N1			HexCer(d43:1)	826.7138	[M+H]+															0.680585	2.88846	3.32692	0.41881	3.67967	1.20417	2.39739	0.311352	0.26618	0.400888	0.503815	0.322266	0.455775	1.00974	0.263626	0.414759	6.33142	0.341253	5.93035	0.591602	0.274042	0.926795	7.55259	0.447131	0.34951	0.668765	8.45482	3.81334	9.76831	0.312989	0.233927	0.234137
	C40H77O9N1			HexCer(t34:1)	716.5673	[M+H]+															5.14132	2.8362	2.33691	3.97374	2.34921	3.5034	2.79673	2.25608	4.44083	2.69366	4.02404	1.86325	3.09757	4.17693	3.46151	3.39563	4.22536	2.9821	3.51399	3.50387	2.92589	2.93756	4.01358	2.59344	1.6037	2.96671	4.74115	2.55921	7.33908	2.43568	3.30351	1.86598
	C42H83O9N1			HexCer(t36:0)	746.6143	[M+H]+															0.136874	1.24383	2.83002	0.23221	2.39096	1.3129	1.28178	0.187923	0.295561	0.181353	0.142036	0.0643893	0.0502131	0.485885	0.0994113	0.334068	4.18955	0.0947914	4.08926	0.222726	0.182456	0.120572	5.73762	0.225608	0.300224	0.188039	5.7092	3.42045	7.11623	0.364154	0.147301	0.137598
	C42H81O9N1			HexCer(t36:1)	744.5986	[M+H]+															3.40187	16.8233	19.9497	3.25651	20.5019	18.2999	14.3661	1.23389	3.27842	2.1932	2.71639	0.168866	2.06498	12.2162	1.73854	4.46081	27.9885	1.91641	28.3169	2.98437	1.87281	2.5747	50.3961	2.03248	4.45878	0.55199	65.5595	24.6071	61.2546	5.9699	2.1438	0.849371
	C44H87O9N1			HexCer(t38:0)	774.6457	[M+H]+															0.0514505	6.22672	9.54098	0.0903115	7.57946	7.36573	5.08743	0.0204034	0.150145	0.206479	0.0640311	0.0170031	0.130124	3.66793	0.117333	0.212093	15.3732	0.0324654	14.7677		0.0260466	0.052289	21.8184	0.0962441	1.90516	0.0897366	21.091	12.7014	27.0528	1.86399	0.039957	0.0741499
	C44H85O9N1			HexCer(t38:1)	772.63	[M+H]+															6.2628	33.0157	43.3907	3.23177	39.2769	38.9149	33.4067	2.10014	5.22364	2.92187	5.13851	2.7575	3.93356	23.0185	4.12756	6.95132	74.827	3.5787	76.8025	4.3926	2.71681	3.80414	108.813	3.63973	9.34974	2.17084	119.188	52.2576	132.727	12.0437	4.78867	2.00284
	C44H83O9N1			HexCer(t38:2)	770.614	[M+H]+															0.0702601	1.5854	2.16031	0.0926633	1.80488	1.64016	1.09091	0.128106	0.239046		0.16414	0.063963	0.0868124	0.271186	0.0228955	0.307501	3.49766	0.0660309	3.62976	0.0746602	0.0917161	0.098799	4.94586	0.167868	0.339863	0.238835	4.33057	1.55509	6.39862	0.775776	0.179789	0.0476854
	C46H91O9N1			HexCer(t40:0)	802.6771	[M+H]+															0.753421	23.5125	33.9108	0.237706	25.887	23.1311	19.1329	0.253587	1.13055	0.304938	1.00587	0.567672	0.36167	12.0509	0.510157	2.30262	52.1474	0.59509	46.3207	0.240494	0.210664	0.435323	84.2991	0.855655	6.66263	0.251297	84.163	38.4745	100.889	5.69755	0.572931	0.154826
	C46H89O9N1			HexCer(t40:1)	800.6614	[M+H]+															41.0599	139.124	170.441	45.81	149.785	132.99	123.261	16.3602	41.2595	22.0179	27.5277	19.9494	26.305	86.4569	28.8618	33.9132	206.5	24.0368	259.029	32.5674	22.8742	20.3527	301.637	22.9929	39.6104	27.7331	468.079	156.276	473.746	49.7543	33.7633	13.5771
	C46H87O9N1			HexCer(t40:2)	798.6459	[M+H]+															0.376759	5.78373	6.31401	0.456745	5.87844	5.19159	4.04834	0.575858	1.28608	0.501328	0.741183	0.227238	0.328372	5.03825	0.802146	1.37371	8.46596	0.575724	7.90618	0.501336	0.313581	0.646403	12.0989	0.388069	1.20864	0.403677	19.5643	6.36003	17.3237	2.14337	0.596276	0.176171
	C47H93O9N1			HexCer(t41:0)	816.6928	[M+H]+															0.365183	2.88787	5.87117	0.308807	3.88794	2.46914	3.17072	0.141534	0.514177	0.204573	0.253812	0.130709	0.448627	2.07268	0.196978	0.264892	8.89574	0.191358	5.61672	0.206838	0.123479	0.220139	10.5879	0.217664	0.607958	0.100198	12.1054	4.49915	15.2068	0.609565	0.363987	0.0457823
	C48H95O9N1			HexCer(t42:0)	830.7085	[M+H]+															0.442048	11.7384	16.2908	0.0547247	12.3444	13.3239	10.1518	0.0922328	0.298786	0.0361944	0.414416	0.350633	0.126187	7.11511	0.213067	1.40208	25.1713	0.238304	23.9558	0.122936	0.0502793	0.182169	45.9391	0.26853	3.16702	0.12166	43.5409	19.686	70.4709	3.14081	0.24953	0.133386
	C48H93O9N1			HexCer(t42:1)	828.6926	[M+H]+															36.4848	142.997	235.179	31.6367	197.706	139.497	147.544	12.4745	36.6149	14.2872	22.9336	14.2566	25.5791	106.793	20.0831	40.3273	279.638	26.7687	260.061	30.931	20.1281	27.4857	472.402	24.6198	42.8932	16.1775	543.598	190.155	682.382	54.4338	30.9955	10.0893
