database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	iBAT ZT_00 rep1	iBAT ZT_00 rep2	iBAT ZT_00 rep3	iBAT ZT_00 rep4	iBAT ZT_03 rep1	iBAT ZT_03 rep2	iBAT ZT_03 rep3	iBAT ZT_03 rep4	iBAT ZT_06 rep1	iBAT ZT_06 rep2	iBAT ZT_06 rep3	iBAT ZT_06 rep4	iBAT ZT_09 rep1	iBAT ZT_09 rep2	iBAT ZT_09 rep3	iBAT ZT_09 rep4	iBAT ZT_12 rep1	iBAT ZT_12 rep2	iBAT ZT_12 rep3	iBAT ZT_12 rep4	iBAT ZT_15 rep1	iBAT ZT_15 rep2	iBAT ZT_15 rep3	iBAT ZT_15 rep4	iBAT ZT_18 rep1	iBAT ZT_18 rep2	iBAT ZT_18 rep3	iBAT ZT_18 rep4	iBAT ZT_21 rep1	iBAT ZT_21 rep2	iBAT ZT_21 rep3	iBAT ZT_21 rep4
	C24H50O6P1N1			LPE(O-19:1)	478.3306	[M-H]-															1.34864	0.619334	0.330036	0.651889	0.584008	0.561358	0.563596	0.190125	0.778302	0.850833	0.885107	0.694681	0.582606	0.286052	0.738963	0.348459	0.330043	0.607848	1.11398	0.5762	0.500878	0.363045	0.288243	0.501906	0.265589	0.317479	0.442617	0.454741	0.686801	0.191961	0.516707	0.416487
	C25H52O6P1N1			LPE(O-20:1)	492.3466	[M-H]-															11.1987	6.39028	3.91569	8.72433	6.12777	5.69729	5.75754	3.89201	8.23966	8.50541	9.0309	8.40604	8.28468	4.59226	7.69308	5.705	4.32102	8.08206	10.8375	6.95962	5.30216	4.09056	4.76346	6.18103	2.55438	4.93447	5.16312	5.80194	6.78918	3.69939	6.69208	5.24004
	C25H50O6P1N1			LPE(O-20:2)	490.3308	[M-H]-															3.49806	1.74588	0.841924	1.91026	1.7281	1.43112	1.91029	1.07644	2.17417	1.92375	2.69809	1.96185	2.20743	1.24726	2.41234	1.47851	1.05514	1.87354	3.16419	1.85441	1.13819	1.02025	0.931785	1.40852	0.589885	1.38137	1.46933	1.12661	1.26763	0.665788	1.67174	1.35545
	C25H48O6P1N1			LPE(O-20:3)	488.3152	[M-H]-															1.4712	0.905759	0.35773	1.16258	0.932689	0.714489	1.06889	0.501859	1.10257	1.09348	1.84537	0.710686	0.820986	0.134196	1.6067	0.826338	0.547865	0.68553	1.27063	0.991286	0.282948	0.270197	0.303215	0.426573	0.0716161	0.361464	0.431141	0.343461	0.610808	0.290145	0.730641	0.520883
	C41H79O13P1			PI(32:0)	809.5194	[M-H]-															0.220439	0.478619	0.396602	0.371251	0.801131	0.722913	0.704821	0.200625	0.444582	0.260761	0.39174	0.187553	0.16499	0.271789	0.279608	0.230237	0.698309	0.373149	0.472309	0.475643	0.29566	0.0572206	1.03387	0.482981	0.247335	0.467301	1.00613	0.552447	0.944487	0.192765	0.438533	0.151165
	C41H77O13P1			PI(32:1)	807.5037	[M-H]-															2.75459	2.71611	4.64039	3.69539	1.99435	2.05204	4.91732	4.8606	0.973527	0.67695	1.78671	0.913128	1.27431	1.28426	2.61597	1.4582	1.64599	1.96355	0.77074	2.74092	5.44063	1.11204	4.89343	5.16438	3.24636	5.18568	4.01449	6.13926	1.80195	2.63132	2.96667	1.87699
	C41H75O13P1			PI(32:2)	805.4881	[M-H]-															0.588905	0.23922	0.601791	0.551786	0.267011	0.638868	1.89009	1.31828	0.125783	0.0956274	0.559243	0.0797423	0.140362	0.147129	0.51053	0.234898	0.304278	0.497796		0.276657	0.722672	0.173442	0.458225	0.492355	0.318055	0.603048	0.573656	0.901386	0.372676	0.41752	0.214751	0.233671
	C43H81O13P1			PI(34:1)	835.5349	[M-H]-															17.5351	17.7503	17.273	24.1513	16.2896	18.3318	35.6837	24.2662	11.1336	9.42986	14.1511	8.55312	9.77312	9.15222	19.6576	11.4848	16.1974	11.7644	12.295	16.8096	23.2928	6.2786	23.7902	24.0176	14.701	22.9112	24.388	32.8066	23.1286	15.4425	22.5929	11.2519
	C43H79O13P1			PI(34:2)	833.5195	[M-H]-															42.3587	32.7939	33.9241	54.9796	28.9808	37.3808	73.69	51.2746	27.2982	23.7764	36.5551	20.9946	16.3925	14.8133	30.1161	16.5812	28.0344	21.8271	19.4398	27.1332	38.0483	13.017	35.5922	41.4065	27.5981	56.112	52.0405	60.1949	35.8078	38.4856	53.8838	26.3319
	C43H77O13P1			PI(34:3)	831.5038	[M-H]-															2.2267	1.51951	2.10989	3.3244	1.28078	2.08513	4.88264	3.24026	1.07693	0.675274	1.44438	0.697576	0.705459	0.565247	1.59791	0.936126	1.63239	0.871044	0.827038	1.69012	2.45976	0.525841	2.31844	2.75766	2.33038	3.33665	3.39651	4.2668	1.93448	1.65524	2.22826	0.972929
	C44H81O13P1			PI(35:2)	847.5345	[M-H]-															1.28711	1.02038	0.681353	1.10438	0.935212	0.785123	1.15434	0.76711	0.653148	0.461411	1.40287	0.715342	0.591331	0.501105	0.698176	0.564956	0.542658	0.890448	0.825488	0.76755	0.823716	0.782215	0.692271	1.33783	0.492916	1.20865	1.31884	1.18613	0.830488	1.2504	1.64582	0.649644
	C45H85O13P1			PI(36:1)	863.5661	[M-H]-															16.1948	22.7939	12.9888	19.7446	13.1805	12.8268	28.4235	19.5209	10.394	9.70449	10.6118	8.44883	8.74918	8.10506	20.3207	10.0925	11.7735	10.7354	13.8532	17.9788	20.9365	7.37527	18.987	20.5205	11.0276	14.0639	24.7046	28.1224	14.2506	15.458	23.9809	11.8706
	C45H83O13P1			PI(36:2)	861.5504	[M-H]-															102.001	94.6492	62.438	119.496	72.482	79.9544	145.812	95.4891	75.929	64.332	85.2101	60.3804	44.0167	42.6191	85.775	50.4173	74.1289	57.5121	75.7012	85.2865	88.7042	47.1505	79.3014	91.967	50.5179	89.3311	143.875	115.173	74.0021	96.4382	151.939	65.737
	C45H81O13P1			PI(36:3)	859.5349	[M-H]-															40.8563	25.5754	27.4353	52.4943	28.4915	39.7115	85.9969	50.3511	32.434	25.977	39.3652	22.7531	19.7692	17.4835	41.0766	19.4457	38.1658	24.2556	23.8477	40.6211	36.6204	14.7931	28.813	34.1816	23.0141	40.5584	45.3318	40.6528	33.407	29.3038	53.2442	19.2589
	C45H79O13P1			PI(36:4)	857.5191	[M-H]-															82.3784	38.2159	30.8024	116.121	41.7184	54.624	103.224	52.9389	70.0652	54.964	92.2939	35.7898	49.369	30.7573	85.2741	41.8533	62.9083	39.5396	41.4993	66.6026	43.9829	15.6467	32.0021	32.2216	21.8277	42.9616	42.5092	36.3297	80.7302	28.0631	82.3232	35.5425
	C45H77O13P1			PI(36:5)	855.5036	[M-H]-															3.16211	1.33311	0.983377	3.25325	1.27113	2.70451	6.65648	3.09517	2.57881	1.48834	3.62422	0.923807	1.26444	0.601449	3.12547	1.16534	2.03583	1.28635	0.973919	2.31842	1.75201	0.380112	0.897796	1.40629	0.468203	1.4676	1.86329	0.785564	2.2391	0.962686	2.48987	1.2852
	C46H81O13P1			PI(37:4)	871.5348	[M-H]-															3.98309	1.91545	1.0424	5.02498	2.38015	2.16725	1.94107	1.48541	3.1459	2.49431	4.92668	2.31543	2.93891	1.78984	3.01648	2.79426	2.63738	3.22422	3.61558	3.39756	2.0555	1.72659	1.68938	1.46593	0.789534	1.55588	1.81383	1.50132	3.46328	1.6774	3.65194	1.1471
	C47H87O13P1			PI(38:2)	889.5823	[M-H]-															1.55356	1.04581	0.893083	0.972347	0.516417	1.03199	1.07329	0.980448	0.524327	0.781263	0.688674	0.697049	0.6799	0.419256	0.753534	0.413683	0.853404	0.758037	0.997587	0.885055	1.22342	0.720879	1.41148	1.60496	0.681262	1.08003	1.65772	1.59013	1.06331	1.34697	1.12823	0.602789
	C47H85O13P1			PI(38:3)	887.5662	[M-H]-															47.3311	28.4613	19.1559	43.0666	30.3874	35.4749	43.6399	27.3573	38.8818	32.3115	51.2976	23.7095	26.6441	20.4385	36.6123	28.5627	36.2681	27.519	28.8388	36.8424	26.2813	16.0756	24.3678	22.4115	11.5589	14.0195	35.8658	17.5284	33.2595	24.6123	57.8057	25.3612
	C47H83O13P1			PI(38:4)	885.5506	[M-H]-															478.332	259.06	145.197	581.783	274.88	283.352	338.322	172.905	496.686	374.617	591.954	274.441	402.006	235.967	509.98	378.302	405.171	317.914	448.659	462.576	233.712	213.076	189.129	154.694	96.4628	140.819	267.296	173.26	402.972	179.354	506.216	203.696
	C47H81O13P1			PI(38:5)	883.535	[M-H]-															45.336	19.0567	18.9037	58.3323	28.6212	38.4577	97.7623	39.6559	45.8741	34.0665	54.3841	22.775	31.7431	18.0739	54.7899	25.4167	45.3464	24.6862	23.6127	47.0428	28.5371	11.9671	19.0234	19.1301	14.495	22.6045	24.7146	21.4194	41.2653	16.4218	45.1473	19.4072
	C47H79O13P1			PI(38:6)	881.5195	[M-H]-															9.48221	3.65521	2.20527	10.0828	4.25832	6.48421	11.9082	5.38106	9.13593	5.66785	12.8971	3.66873	5.00821	3.15207	8.61783	5.18342	5.02278	4.1756	4.7254	6.34855	5.06469	2.06525	3.2236	3.29285	1.50318	3.0761	3.45057	2.63782	5.61548	2.5974	4.66348	3.22092
	C48H85O13P1			PI(39:4)	899.5664	[M-H]-															4.32415	1.97009	1.15166	3.38786	2.34002	2.35582	2.47786	1.05195	2.89305	2.39036	4.67167	1.9092	2.8893	1.557	2.36207	2.88774	2.44398	2.51081	3.53544	3.5186	2.42055	1.81434	1.97849	1.81515	0.691688	1.04074	1.61933	1.18137	2.96874	1.88332	3.86729	1.50778
	C49H87O13P1			PI(40:4)	913.5822	[M-H]-															6.43515	3.62254	2.55268	6.46439	4.68815	5.4435	6.52629	3.51566	5.7629	5.60141	7.62636	4.10597	4.32157	3.04943	5.16169	4.22978	4.71344	3.60172	4.83907	6.2417	3.90659	1.76995	3.04174	2.77006	1.67881	2.32389	4.11103	3.02007	5.37076	2.56286	6.03095	3.48458
	C49H85O13P1			PI(40:5)	911.5667	[M-H]-															4.41924	2.38479	1.6009	5.64566	4.46972	5.5977	7.29716	3.33527	3.92701	3.83233	6.01171	3.03671	2.65031	1.85799	4.51353	3.08594	3.93508	2.29561	2.99383	3.89554	2.98134	1.23819	1.81589	2.41754	1.64135	2.45997	2.7721	2.85278	4.6954	1.96623	4.13186	2.7568
	C49H83O13P1			PI(40:6)	909.5508	[M-H]-															3.22063	1.7091	1.63227	3.13923	5.36786	6.23772	8.17914	3.16433	3.2108	2.59727	5.2207	1.78123	2.28898	1.31126	3.46945	2.14354	3.80506	1.94463	2.03939	4.32381	1.94593	0.747352	2.01195	1.89531	1.25666	1.37174	2.42464	2.00066	4.22014	1.74801	2.88439	2.75428
	C23H43O12P1			LPI(14:1)	541.2432	[M-H]-															0.738194	0.602878	0.722326	0.407425	0.532249	0.644935	1.2413	0.979841	0.183237	0.125703	0.445389	0.0835402	0.345227	0.720011	0.311129	0.534867	0.324038	0.952286	0.204389	0.467483	1.95155	0.743047	1.72446	1.64799	0.19569	0.656351	0.855653	0.649475	0.19543	1.11797	0.479105	0.171577
	C24H43O12P1			LPI(15:2)	553.2433	[M-H]-															0.149832	0.279779	0.26816	0.299586	0.216567	0.182109	0.0802464	0.120142	0.185559	0.118159	0.165253	0.066161	0.148642	0.334852	0.0870365	0.23322	0.163802	0.131147	0.346433	0.245402	0.46016	0.382227	0.709711	0.387903	0.210498	0.337713	0.698978	0.505339	0.508703	0.517491	0.442533	0.0676721
	C25H49O12P1			LPI(16:0)	571.2895	[M-H]-															103.521	154.499	94.0378	162.318	114.28	97.1221	101.723	96.5533	76.538	68.1906	75.1943	57.2333	60.4399	95.9532	66.5337	71.0038	72.66	91.0714	64.0024	60.6766	172.415	85.0715	155.846	193.332	62.0608	112.129	174.044	146.085	142.553	127.868	118.706	71.4523
	C25H47O12P1			LPI(16:1)	569.274	[M-H]-															7.35973	10.6486	9.41362	8.82259	6.89349	5.99713	12.824	8.97306	0.586652	3.90432	7.99471	2.97205	6.02933	6.71741	7.81471	6.4186	5.94597	8.76981	5.42405	7.77534	23.2953	7.63771	19.5626	24.8529	4.71232	8.14525	13.3917	14.7823	3.85032	9.13417	8.2566	4.08191
	C25H45O12P1			LPI(16:2)	567.2585	[M-H]-															0.325494	0.497354	0.137104	0.174306	0.678311	0.57015	0.487259	0.434463	0.136293	0.386193	0.26789	0.0726798	0.389228	0.611841	0.167364	0.226932	0.42043	0.386976	0.601851	0.389037	0.761263	1.7811	1.28617	0.718266	0.144416	0.337721	0.979517	0.614815	0.578561	0.893618	0.78719	0.242896
	C26H51O12P1			LPI(17:0)	585.3052	[M-H]-															5.23723	8.06194	3.63295	6.84097	5.76656	3.13756	1.55954	2.80475	3.61321	2.99038	4.405	3.30785	3.4808	6.02333	2.09426	4.22716	3.1735	6.59561	5.44394	2.91209	7.482	10.3026	7.72471	8.91516	2.42783	4.47551	7.49141	5.59588	5.49564	7.68854	5.68763	2.53802
	C26H49O12P1			LPI(17:1)	583.2898	[M-H]-															0.603084	0.727537	0.405017	0.135246	0.428745	0.50918	0.180358	0.254192	0.127139	0.108497	0.446559	0.0958172	0.332854	1.80282	0.116471	0.788971	0.288511	0.719174	0.97734	0.409823	2.43489	2.75888	1.64442	2.04618	0.0879976	0.451485	0.549669	0.254057	0.850158	1.28647	0.59585	0.401409
	C27H53O12P1			LPI(18:0)	599.3209	[M-H]-															647.034	985.468	382.259	875.178	629.855	417.663	310.601	283.485	581.965	469.201	516.705	436.052	453.527	608.869	390.427	580.222	441.54	653.192	632.081	385.652	799.737	1021.13	763.101	787.922	227.682	369.04	1028.33	573.466	612.022	705.265	692.993	326.401
	C27H51O12P1			LPI(18:1)	597.3053	[M-H]-															54.5758	94.7785	63.58	72.4143	67.6086	67.9318	114.603	75.2317	40.21	37.2685	49.0096	33.0236	43.2564	80.9156	47.9522	49.7871	55.3976	65.0655	39.5559	57.0545	145.788	67.1447	120.714	162.86	49.4745	57.9429	119.79	120.288	68.5934	90.3878	66.6035	35.9686
	C27H49O12P1			LPI(18:2)	595.2897	[M-H]-															52.0673	99.9408	51.4772	58.5765	46.9193	50.8879	84.145	54.3611	36.5002	32.0959	51.397	26.9296	25.6518	42.9937	28.4317	34.6802	30.9548	45.3508	36.7875	40.438	113.456	65.0989	95.3342	142.218	28.7172	50.2785	129.389	92.8075	31.983	92.4616	62.1327	37.8349
	C27H47O12P1			LPI(18:3)	593.2741	[M-H]-															1.22217	3.60442	1.84936	1.54371	0.940224	0.982014	2.85773	1.694	0.795668	0.504007	1.03503	0.407147	0.457659	0.557084	0.515561	1.07125	0.749328	0.553872	1.18515	1.09976	3.80736	1.94218	4.05795	5.54645	1.35899	2.25086	5.66209	4.4024	0.652002	2.33248	1.85219	1.0105
	C28H55O12P1			LPI(19:0)	613.3365	[M-H]-															5.32373	6.68684	2.54414	4.90931	4.77774	2.87176	1.44719	2.01676	2.70013	2.4738	3.73985	2.74883	2.99405	3.63102	1.60361	3.07113	2.00581	4.825	4.35331	2.23536	6.49205	7.99826	7.0761	8.89553	1.55717	3.068	6.26688	3.39125	3.69414	6.65281	4.87746	1.58675
	C29H57O12P1			LPI(20:0)	627.3524	[M-H]-															1.55267	2.25861	0.832174	1.90979	1.72487	1.28731	0.984508	0.958707	1.26495	1.09488	0.890644	1.03278	0.977898	0.885776	0.702391	0.902483	0.683042	1.37119	1.44092	0.848503	2.02635	1.96991	2.07891	2.78401	0.494596	1.25771	2.67691	1.28003	1.13346	2.23631	1.64401	0.696572
	C29H55O12P1			LPI(20:1)	625.3367	[M-H]-															1.05655	1.7941	1.02593	1.50503	1.20604	0.850251	0.913407	0.745535	0.690414	0.326728	0.723576	0.456778	0.355184	1.10692	0.420294	0.700959	0.739612	0.858711	0.902285	0.734671	1.7467	1.65422	2.08141	2.78583	0.648417	1.30669	2.89392	1.8646	1.4232	1.40642	1.37618	0.527244
	C29H53O12P1			LPI(20:2)	623.321	[M-H]-															0.921252	1.39246	0.88013	0.924607	0.49745	0.81102	1.191	0.544949	0.54519	0.299595	0.850295	0.251746	0.323792	0.577622	0.409533	0.549615	0.285533	0.814256	0.448804	0.533964	1.84902	1.05806	1.30357	2.11973	0.323599	0.489617	1.41209	1.04181	0.766961	1.3182	0.744064	0.466637
	C29H51O12P1			LPI(20:3)	621.3053	[M-H]-															16.5578	20.4022	9.8908	16.7584	12.3072	15.9434	26.3355	13.2042	13.9124	11.7294	24.6612	6.30521	9.41624	15.5513	9.756	14.8696	10.2538	14.0359	8.1376	14.1245	25.54	11.8855	17.2784	21.4703	4.57727	5.09819	21.8341	9.57209	9.99162	16.0515	16.2775	10.5797
	C29H49O12P1			LPI(20:4)	619.2896	[M-H]-															128.197	136.646	55.5085	164.103	83.5693	91.4303	160.914	59.6769	126.581	93.8878	200.418	53.6196	96.9877	104.56	94.8697	121.447	80.6397	107.941	92.7927	116.782	156.898	102.979	97.6936	116.793	27.5666	38.2239	125.076	64.8309	83.055	77.295	106.388	58.1563
	C29H47O12P1			LPI(20:5)	617.2739	[M-H]-															1.65015	2.15032	1.08335	1.03328	1.07804	1.55395	4.89595	2.01096	1.91055	1.59607	2.2916	0.605202	1.12493	0.802287	1.36078	1.17183	1.11145	1.00568	0.490928	0.954829	1.80229	0.413491	0.706473	1.58244	0.327086	0.353815	2.15185	0.409269	0.457581	0.936161	1.47957	1.01199
	C31H53O12P1			LPI(22:4)	647.3215	[M-H]-															1.59139	1.32715	0.763004	1.77055	1.08232	1.59267	3.027	1.3025	1.24672	1.24928	2.44848	0.562387	0.942513	1.10072	1.05131	1.23136	0.755683	1.01265	0.698087	1.14542	1.95094	0.616607	1.03692	1.48805	0.340456	0.442851	1.47316	0.96543	0.936283	0.593745	0.884126	0.973902
	C31H51O12P1			LPI(22:5)	645.3058	[M-H]-															0.982975	0.751119	0.37417	1.12473	0.954344	1.16189	2.45023	0.738298	0.699529	0.723633	1.78833	0.359584	0.405952	0.765737	0.666279	0.738014	0.433811	0.730018	0.217533	1.02305	1.40463	0.136904	0.331747	0.900394	0.253802	0.267992	0.846007	0.547527	0.530989	0.62764	0.952237	0.512925
	C31H49O12P1			LPI(22:6)	643.2901	[M-H]-															0.851677	1.25688	0.22342	1.0386	0.95018	1.34131	3.26529	0.723733	0.944329	0.738849	1.85466	0.282094	0.543111	0.417142	0.559533	0.686126	0.324755	0.608384	0.333007	1.26614	1.57011	0.274439	0.494842	1.22327	0.21095	0.365402	0.976818	0.70305	0.713554	0.524252	0.699391	0.597965
	C20H40O9P1N1			LPS(14:0)	468.2377	[M-H]-															12.9705	15.4989	13.3025	13.5455	15.0273	12.6247	10.8912	11.519	13.9056	11.0016	11.4556	11.6901	12.3569	14.0642	11.9421	14.8222	14.4668	16.7927	15.1352	11.909	15.8886	18.3018	16.8143	16.4177	9.79732	12.4946	15.5835	11.0145	14.4975	15.882	15.395	11.1387
	C22H44O9P1N1			LPS(16:0)	496.2692	[M-H]-															23.2668	19.448	11.2145	30.049	19.4619	17.8373	16.3934	14.8025	21.9998	19.6232	14.5793	15.9666	15.829	19.4041	20.8311	17.102	18.4747	21.3803	21.2592	15.8333	18.6451	13.9502	18.5874	20.9182	8.18078	16.4813	26.8629	20.5132	30.7944	18.7487	29.7463	13.3355
	C22H42O9P1N1			LPS(16:1)	494.2536	[M-H]-															1.03956	0.908281	0.874688	0.975084	1.46947	1.58176	1.38902	1.33419	0.977621	1.01834	1.26549	0.645752	0.955234	1.23217	1.36851	1.27449	1.91809	1.42181	1.20837	1.11133	1.33617	0.99888	2.218	1.09824	0.428295	1.16861	1.79079	1.62702	1.80156	1.40284	1.86896	0.857968
	C23H46O9P1N1			LPS(17:0)	510.2842	[M-H]-															5.0977	8.17885	3.47385	4.58495	6.82716	3.84359	1.3956	2.83098	3.35414	3.47281	3.28507	3.75237	4.08044	6.94526	2.98612	4.4234	5.27732	7.56462	7.32413	3.33864	8.03484	8.54302	9.26169	7.93224	2.22154	4.09735	8.31893	5.9896	7.14662	6.63147	7.45466	3.21367
	C24H48O9P1N1			LPS(18:0)	524.2998	[M-H]-															134.334	128.683	87.2875	165.78	124.091	103.587	77.4562	61.9001	119.619	106.137	101.032	120.418	114.689	183.114	107.337	118.368	119.676	154.64	189.045	99.2006	131.368	147.737	165.171	135.928	61.6478	91.3425	201.86	176.122	246.1	166.895	177.479	75.1972
	C24H46O9P1N1			LPS(18:1)	522.2842	[M-H]-															19.6196	33.0298	29.3154	16.8737	32.3546	23.6215	20.7286	11.9528	16.1427	14.4825	18.3644	13.0948	18.5372	30.7742	19.2572	20.2798	44.833	22.4929	48.2597	17.6496	17.975	21.2606	72.6761	18.9709	8.74612	10.4263	73.3529	41.8923	71.3009	24.34	28.3172	11.1593
	C24H44O9P1N1			LPS(18:2)	520.2686	[M-H]-															22.8772	14.4888	12.5672	20.5855	18.7966	18.1002	15.6131	14.3077	22.9608	19.9007	22.8159	15.7558	19.3465	26.2391	29.8846	24.5051	28.6536	23.3069	27.5944	18.6759	14.3556	19.1415	25.4985	13.1126	5.92978	16.4275	26.1894	23.1794	28.9689	23.3094	41.9418	13.3386
	C25H50O9P1N1			LPS(19:0)	538.3156	[M-H]-															3.82969	4.88804	2.43803	2.81517	4.24453	2.36818	1.37625	1.28621	3.06924	2.76677	2.51391	3.05052	3.40582	5.45079	2.23852	3.38616	3.30583	4.56538	6.30662	2.40762	4.56582	7.43068	5.97396	4.4952	1.35447	2.04111	6.20033	3.47728	5.37229	5.36571	5.56072	1.76755
	C26H52O9P1N1			LPS(20:0)	552.3313	[M-H]-															1.04837	0.816465	0.462765	0.802922	0.839751	0.69272	0.454561	0.301208	0.811353	0.812381	0.507763	0.740661	0.757648	1.3011	0.602511	0.564157	1.00048	1.20102	1.37966	0.584307	0.878861	1.0916	0.972379	0.828654	0.212017	0.355841	1.67747	0.956272	1.33059	1.1005	1.0862	0.386757
	C26H50O9P1N1			LPS(20:1)	550.3156	[M-H]-															1.8295	1.48477	0.987916	1.8921	1.87725	1.0536	1.01067	0.975319	1.60506	1.45896	1.68366	1.4241	1.72567	2.19007	1.22799	1.58205	1.87929	1.98657	2.16406	1.39503	1.19661	1.61019	2.12891	1.18951	0.567834	0.93439	1.97475	1.88863	2.73457	2.07729	2.4962	0.98731
	C26H48O9P1N1			LPS(20:2)	548.2999	[M-H]-															1.14463	0.405639	0.441015	1.18408	1.07441	0.410092	0.606009	0.554746	1.04461	0.7916	1.16708	0.833856	1.03442	0.971922	1.06397	1.43767	0.829156	1.26633	0.952657	0.694202	0.594673	0.833286	1.08607	0.468891	0.287285	0.47999	0.953339	0.89743	1.40844	0.852991	1.23719	0.530532
	C26H46O9P1N1			LPS(20:3)	546.2844	[M-H]-															7.41759	3.96026	3.8158	5.62028	5.79165	4.59762	4.55146	3.50746	6.32279	4.72442	8.07232	4.33098	6.19004	5.45889	8.86016	7.19535	7.28738	6.92846	7.70445	6.68039	4.25151	5.05385	7.67174	4.01992	1.37476	3.61582	7.5308	4.14524	7.61772	3.97115	11.335	3.184
	C26H44O9P1N1			LPS(20:4)	544.2687	[M-H]-															11.6636	6.09768	5.59818	13.1504	8.51678	7.63089	8.49168	5.77591	10.9531	8.29572	12.4854	5.80866	11.7162	10.5996	14.9933	11.193	11.3808	9.74878	12.5838	10.8829	6.0538	6.48653	10.9647	5.29771	2.99624	5.61209	10.4278	7.64805	16.5819	7.30273	16.5222	5.55276
	C28H56O9P1N1			LPS(22:0)	580.3629	[M-H]-															0.41508	0.77747	0.580683	0.578863	0.666435	0.528817	0.405972	0.290674	0.413079	0.565156	0.504601	0.663008	0.587857	0.875945	0.372199	0.666302	0.806562	1.03156	1.08732	0.474509	0.391544	0.461029	0.954076	0.59984	0.104912	0.289694	1.30149	0.964776	1.54666	0.406049	0.769387	0.289378
	C28H54O9P1N1			LPS(22:1)	578.3471	[M-H]-															0.989645	0.586931	0.52993	0.997193	0.742981	0.838813	0.685286	0.553993	0.790682	0.622583	1.02912	0.732768	0.826064	0.669822	0.767922	0.627971	0.666997	0.93814	1.20434	0.739044	0.505049	0.663849	0.972264	0.506448	0.124219	0.334487	1.05347	0.956042	1.61344	0.503208	0.850066	0.549842
	C28H48O9P1N1			LPS(22:4)	572.3	[M-H]-															2.73543	1.74031	1.12802	3.06968	2.49523	2.27423	2.07668	1.39259	2.72398	1.88744	3.45782	1.76262	2.90115	1.9643	3.61195	2.66927	3.05096	2.3698	4.13128	2.52505	1.61549	1.40311	2.8774	1.22213	0.69778	1.23561	2.74003	1.47127	4.85088	1.4715	3.63908	1.09882
	C28H46O9P1N1			LPS(22:5)	570.2844	[M-H]-															3.50362	1.39477	0.920414	3.68076	3.10663	2.75564	3.07366	1.66247	3.41968	1.92388	4.23677	1.7053	2.43103	1.76307	4.94952	3.38882	3.06497	2.80784	3.58681	2.82951	5.25503	0.91214	2.15814	0.631443	0.573408	1.2464	2.15568	1.66919	4.26283	1.80122	3.89224	1.28092
	C28H44O9P1N1			LPS(22:6)	568.2688	[M-H]-															12.0862	3.52441	2.84128	12.6909	9.0827	7.24365	8.6303	3.57575	12.3353	7.33236	15.9707	5.74123	11.0795	7.45449	17.487	11.488	8.71089	9.0613	11.0449	11.9407	3.25347	2.64167	5.44965	2.59924	1.6501	3.88361	4.55904	4.16095	13.8097	3.77451	14.2803	4.25141
	C30H60O9P1N1			LPS(24:0)	608.3944	[M-H]-															0.501093	0.729897	0.553701	0.383841	0.514158	0.309463	0.422685	0.1847	0.285971	0.341467	0.447921	0.3384	0.15825	0.365858	0.334007	0.28568	0.547393	0.647596	1.0289	0.254641	0.394628	0.313591	1.13909	0.499679	0.19802	0.126775	1.28706	0.809656	1.21381	0.336724	0.400791	0.134023
	C19H39O7P1			LPA(16:0)	409.2365	[M-H]-															2.95453	2.6643	1.6751	2.61899	2.91562	2.06744	1.41837	1.6282	2.46846	2.49108	2.09047	2.21075	2.58958	3.00622	2.79847	2.67023	2.11656	3.11124	3.17257	2.18773	2.85575	3.15632	3.26354	3.54329	1.16567	1.70401	2.47332	1.6588	2.65743	2.89326	2.90535	2.27053
	C19H37O7P1			LPA(16:1)	407.2208	[M-H]-															0.589192	0.515908	0.460674	0.52595	0.594855	0.649251	0.614007	0.739753	0.376903	0.562865	0.776184	0.608346	0.656573	0.958909	0.601566	0.821722	0.849679	0.930981	0.498139	1.00053	0.967132	0.883353	1.16178	0.978994	0.370021	0.377999	0.599351	0.574073	0.547028	1.19581	0.895056	0.577417
	C21H43O7P1			LPA(18:0)	437.2677	[M-H]-															4.72349	3.46471	2.29377	2.86628	3.20911	3.06252	1.40094	1.34893	3.31345	3.65115	3.30883	3.62004	4.13885	4.58198	3.72636	4.44529	2.45001	4.27975	6.85381	4.17113	3.90432	5.77616	5.46652	4.63392	1.30767	2.41197	3.61638	2.37911	4.18583	4.22923	5.74628	3.14134
	C21H41O7P1			LPA(18:1)	435.252	[M-H]-															2.11864	2.64177	1.97243	1.81361	2.36917	1.996	1.34995	1.29965	1.69332	1.69818	1.74861	1.43638	2.45546	3.01537	1.97043	2.40646	2.3492	2.57346	3.22724	2.55854	2.54394	0.616042	4.18157	2.72335	0.839151	1.21107	2.9031	1.98523	2.48816	2.74746	2.72398	1.63398
	C21H39O7P1			LPA(18:2)	433.2363	[M-H]-															3.08528	2.89593	1.61611	2.17628	2.36416	1.78157	1.10755	1.76781	2.54026	2.35005	2.74522	2.10278	2.85735	3.38533	2.95084	3.67094	2.405	3.76774	3.52389	2.82951	3.34659	3.90102	3.67871	3.55183	0.723833	1.51133	2.74783	1.66874	2.15581	3.04301	3.803	1.7598
